0.491969,0.976078,2.86703;0.224029,0.834281,0.0466782;0.140687,0.662045,0.0600823;0.154845,0.50115,0.0655627;0.10156,0.390107,0.0697794;0.340068,0.532656,-0.00846009;0.394769,0.301479,-0.0456582;0.438327,0.184509,-0.0548434;0.474164,0.0956642,-0.0535027;0.525264,0.550594,-0.0546705;0.556055,0.299997,-0.0947246;0.57973,0.170326,-0.101167;0.602299,0.0747018,-0.0981339;0.698984,0.592372,-0.0960051;0.717152,0.3567,-0.13384;0.728705,0.233912,-0.132003;0.732853,0.140928,-0.122873;0.866519,0.653737,-0.131424;0.88857,0.472133,-0.157744;0.894068,0.36398,-0.14791;0.895462,0.274583,-0.131481;
0.514601,0.927549,1.8962;0.296197,0.813909,-0.00594917;0.218861,0.660517,-0.0273791;0.200683,0.523288,-0.0502738;0.107906,0.443926,-0.0769222;0.355638,0.525381,-0.0815771;0.390898,0.323601,-0.154502;0.411711,0.20015,-0.19689;0.426432,0.107425,-0.222242;0.529507,0.523397,-0.12304;0.556003,0.30599,-0.189129;0.571745,0.16921,-0.224743;0.578757,0.0627427,-0.247154;0.700652,0.547791,-0.163297;0.718402,0.335032,-0.22352;0.719042,0.204274,-0.250587;0.711772,0.103709,-0.265328;0.86562,0.59214,-0.202824;0.877903,0.425021,-0.260322;0.867311,0.318736,-0.278928;0.851013,0.232806,-0.284276;
0.522146,0.873989,1.48597;0.287437,0.799872,-0.0406342;0.203105,0.654048,-0.0821797;0.211746,0.520627,-0.118849;0.16962,0.416159,-0.155608;0.325998,0.523086,-0.131957;0.345199,0.323334,-0.226998;0.380338,0.204697,-0.281389;0.4178,0.112257,-0.309508;0.488208,0.516567,-0.166028;0.50982,0.304511,-0.246445;0.53562,0.175341,-0.284693;0.561918,0.07691,-0.305823;0.649646,0.533168,-0.202107;0.659642,0.326832,-0.270012;0.667832,0.205333,-0.292684;0.680683,0.111948,-0.302192;0.813898,0.566455,-0.241088;0.820473,0.405767,-0.296799;0.814517,0.304751,-0.308259;0.80629,0.223906,-0.307792;
0.47176,0.913974,7.38398;0.254956,0.800523,-0.0104207;0.182204,0.641606,-0.031541;0.173258,0.511672,-0.0571126;0.105828,0.425312,-0.0856845;0.346865,0.526122,-0.067149;0.381811,0.326775,-0.142577;0.417983,0.207166,-0.191441;0.452152,0.117481,-0.219243;0.5138,0.526249,-0.112522;0.556389,0.314154,-0.171766;0.590411,0.179436,-0.212611;0.621334,0.0749471,-0.23792;0.678605,0.553393,-0.15825;0.710405,0.350709,-0.208178;0.73779,0.232267,-0.23094;0.759642,0.142491,-0.243421;0.836845,0.603162,-0.205304;0.859168,0.451024,-0.242414;0.867723,0.359337,-0.241668;0.875997,0.285948,-0.234355;
0.358355,0.914511,2.13351;0.156029,0.777887,-0.0248926;0.0916006,0.607908,-0.0773465;0.144786,0.457647,-0.123827;0.171655,0.333474,-0.177693;0.297544,0.534005,-0.21442;0.418868,0.303328,-0.321158;0.504351,0.17477,-0.365117;0.568964,0.0743125,-0.384284;0.457724,0.570277,-0.253308;0.586073,0.316655,-0.357266;0.664248,0.167074,-0.399752;0.719493,0.0502154,-0.421482;0.612032,0.624498,-0.283662;0.719999,0.389653,-0.37278;0.784542,0.245454,-0.413314;0.829688,0.128292,-0.434928;0.756112,0.69389,-0.309086;0.852839,0.516162,-0.388562;0.90104,0.408301,-0.41543;0.938519,0.30984,-0.424912;
0.378187,0.930352,4.61291;0.157386,0.775629,0.073024;0.0922716,0.614404,0.0951807;0.163931,0.460596,0.112197;0.283025,0.379379,0.134012;0.348282,0.495473,0.0161466;0.454132,0.29019,0.00277456;0.522785,0.180951,0.00592103;0.582842,0.094731,0.0109073;0.517355,0.523437,-0.0215878;0.602575,0.293919,-0.0556462;0.660934,0.169899,-0.0577079;0.705762,0.0772753,-0.0526114;0.657797,0.579831,-0.0475545;0.727934,0.369793,-0.0729985;0.774534,0.245482,-0.0602573;0.812155,0.15825,-0.0452172;0.795303,0.657927,-0.0638561;0.866329,0.491821,-0.0707461;0.893713,0.394245,-0.0498189;0.909017,0.309189,-0.0287058;
0.501876,0.89978,1.24687;0.303506,0.802834,-0.0209635;0.204864,0.657531,-0.0602547;0.178056,0.529713,-0.101669;0.0851101,0.444431,-0.149915;0.345391,0.523461,-0.120254;0.372349,0.306969,-0.209108;0.402888,0.183909,-0.258245;0.429767,0.0894463,-0.284309;0.492371,0.529686,-0.160919;0.52415,0.292903,-0.239239;0.549613,0.14998,-0.281774;0.566556,0.0386013,-0.305596;0.645779,0.561797,-0.201424;0.684684,0.336347,-0.271534;0.704378,0.20619,-0.308921;0.709098,0.106225,-0.327623;0.804415,0.612509,-0.24121;0.849065,0.43577,-0.306779;0.851944,0.330843,-0.330887;0.839141,0.242424,-0.338227;
0.516804,0.954943,1.20242;0.23054,0.860676,-0.0357916;0.107825,0.720052,-0.0722324;0.124517,0.570345,-0.103581;0.125685,0.446779,-0.13568;0.29961,0.541265,-0.0998917;0.327023,0.319639,-0.162822;0.357624,0.194904,-0.198492;0.395237,0.102554,-0.215896;0.491872,0.532959,-0.119768;0.515163,0.292556,-0.164039;0.534216,0.151825,-0.190763;0.562116,0.0515027,-0.2072;0.669295,0.56243,-0.141258;0.692194,0.32433,-0.189257;0.706262,0.184821,-0.219728;0.722542,0.083902,-0.237321;0.832257,0.619799,-0.162874;0.887302,0.438457,-0.207393;0.909963,0.33162,-0.220637;0.926575,0.243836,-0.221582;
0.911931,0.907139,1.28943;0.990332,0.730754,-0.00905327;0.947158,0.571111,-0.0465139;0.841197,0.446122,-0.0800463;0.67144,0.391411,-0.12358;0.732289,0.502102,-0.1663;0.438106,0.359923,-0.253258;0.254931,0.278263,-0.300471;0.108615,0.221435,-0.325219;0.588718,0.584508,-0.20455;0.301741,0.429762,-0.293933;0.118439,0.332328,-0.339241;-0.0154096,0.262181,-0.366214;0.472235,0.680141,-0.234131;0.214756,0.540128,-0.297767;0.0419419,0.445704,-0.328541;-0.0807117,0.375515,-0.346309;0.391657,0.780342,-0.259635;0.186021,0.656359,-0.30631;0.0552277,0.57919,-0.315626;-0.044965,0.513423,-0.315187;
0.645936,0.974205,6.14405;0.847234,0.804144,0.041983;0.873771,0.628872,0.0567289;0.816867,0.479226,0.0682359;0.772621,0.368815,0.0791163;0.640131,0.500524,-0.0258281;0.521972,0.28151,-0.0546333;0.454355,0.164715,-0.0620011;0.396934,0.077049,-0.0614708;0.484411,0.527474,-0.0606301;0.364941,0.280926,-0.0980999;0.297255,0.154194,-0.103584;0.250645,0.0591237,-0.10161;0.342456,0.577727,-0.0865617;0.245749,0.353905,-0.105565;0.195216,0.232869,-0.0947039;0.167878,0.141336,-0.084697;0.217353,0.654381,-0.107132;0.139934,0.477525,-0.10303;0.115659,0.376525,-0.0722629;0.110593,0.294729,-0.0457749;
0.418274,0.894919,1.06652;0.257356,0.803756,0.00235689;0.203464,0.664191,-0.0185057;0.201419,0.551183,-0.0447143;0.118802,0.476179,-0.0779367;0.312266,0.532892,-0.107153;0.287153,0.326641,-0.201589;0.2748,0.202705,-0.250573;0.264819,0.10684,-0.277704;0.45393,0.540394,-0.165275;0.450558,0.315533,-0.261474;0.456599,0.169807,-0.315967;0.464033,0.053727,-0.344616;0.62032,0.574494,-0.220543;0.630379,0.359829,-0.3141;0.641693,0.232202,-0.365446;0.652987,0.129756,-0.389388;0.805593,0.629219,-0.271859;0.844559,0.474266,-0.360131;0.863438,0.375095,-0.39687;0.88215,0.284676,-0.410458;
0.451344,0.91762,9.48957;0.2146,0.793251,-0.00324776;0.099367,0.649902,-0.0397753;0.0999357,0.519259,-0.084668;0.153864,0.413501,-0.132203;0.301683,0.521722,-0.0755427;0.374277,0.325664,-0.169125;0.415742,0.209355,-0.227465;0.444907,0.115042,-0.263172;0.475466,0.521688,-0.132455;0.550547,0.301001,-0.214458;0.581947,0.159906,-0.265699;0.599655,0.0447211,-0.298591;0.649687,0.550203,-0.190518;0.711947,0.339672,-0.265184;0.729509,0.212663,-0.300973;0.724329,0.108693,-0.32111;0.834742,0.603522,-0.248087;0.886088,0.435612,-0.316204;0.875712,0.337058,-0.334894;0.84112,0.250552,-0.338875;
0.532214,0.943984,1.90736;0.253539,0.824993,-0.0524096;0.144909,0.670499,-0.103176;0.165742,0.508114,-0.13844;0.226145,0.387508,-0.174198;0.38061,0.530934,-0.159934;0.43018,0.309447,-0.233944;0.472432,0.181123,-0.271723;0.51498,0.0806775,-0.286275;0.580906,0.546193,-0.157552;0.613928,0.31628,-0.209374;0.639858,0.172718,-0.222999;0.669516,0.0681509,-0.229218;0.739998,0.585613,-0.152674;0.756854,0.377373,-0.197108;0.763826,0.24322,-0.204676;0.772979,0.143946,-0.204785;0.866917,0.635948,-0.14784;0.887422,0.469633,-0.172132;0.888981,0.367894,-0.160253;0.892733,0.283779,-0.145479;
0.470084,0.92599,6.51666;0.283091,0.800078,6.40578;0.211827,0.637795,-0.0314616;0.210081,0.494699,-0.0641695;0.126341,0.399589,-0.103482;0.317745,0.560644,-0.14999;0.382761,0.336154,-0.239519;0.423044,0.212717,-0.280298;0.444659,0.11503,-0.302274;0.471575,0.569086,-0.19922;0.53373,0.326613,-0.280603;0.565981,0.187904,-0.31207;0.574378,0.0839222,-0.331926;0.626722,0.600362,-0.241734;0.676353,0.370684,-0.311616;0.689109,0.23987,-0.336136;0.681594,0.13988,-0.351252;0.783692,0.647547,-0.281359;0.826732,0.474485,-0.349229;0.829388,0.370825,-0.371518;0.815402,0.283639,-0.381151;
0.439645,0.894575,2.2572;0.256369,0.773462,0.0142962;0.154529,0.616798,-0.0318154;0.14967,0.483064,-0.0858195;0.264363,0.404024,-0.146927;0.267658,0.552834,-0.153273;0.401314,0.335648,-0.256915;0.487969,0.214006,-0.300138;0.556889,0.125839,-0.318943;0.422445,0.572396,-0.213275;0.55671,0.330624,-0.31211;0.641131,0.185201,-0.355138;0.70341,0.0749656,-0.37612;0.595799,0.605911,-0.264674;0.705194,0.375718,-0.344806;0.765468,0.238867,-0.382285;0.802692,0.130128,-0.401141;0.778686,0.653525,-0.309414;0.859285,0.480728,-0.379952;0.888,0.374887,-0.404544;0.907739,0.279907,-0.41179;
0.580421,0.948518,1.21013;0.283298,0.886257,-0.012354;0.114825,0.770832,-0.0371047;0.0930114,0.634335,-0.0614249;0.156571,0.562678,-0.0887415;0.301568,0.547984,-0.0665562;0.336625,0.340644,-0.115131;0.374168,0.222546,-0.14538;0.403063,0.135255,-0.162796;0.485943,0.522304,-0.0919672;0.507474,0.295074,-0.118806;0.529152,0.167656,-0.128744;0.551464,0.0759842,-0.13464;0.663479,0.531387,-0.117868;0.655299,0.322719,-0.138149;0.662343,0.203935,-0.142706;0.668809,0.118481,-0.146829;0.828763,0.571662,-0.145293;0.819136,0.412518,-0.161388;0.803305,0.322989,-0.15219;0.787899,0.251986,-0.140656;
0.561409,0.980304,1.11169;0.267026,0.896245,-0.0467426;0.0941386,0.757127,-0.100886;0.085115,0.610714,-0.148207;0.119104,0.505319,-0.199365;0.27888,0.59036,-0.173308;0.31205,0.368305,-0.268106;0.336915,0.241085,-0.319222;0.357847,0.142323,-0.349451;0.479271,0.584792,-0.20385;0.50615,0.337542,-0.284716;0.521419,0.187316,-0.328942;0.534046,0.0728691,-0.357237;0.670774,0.609281,-0.233081;0.680224,0.373419,-0.306855;0.684093,0.225776,-0.354103;0.685936,0.112998,-0.384971;0.854966,0.656684,-0.262163;0.864884,0.481728,-0.34009;0.855809,0.370732,-0.374503;0.848019,0.275232,-0.390021;
0.0373201,0.726878,1.85924;-0.0238211,0.593246,-0.0401872;0.0546611,0.453706,-0.107563;0.195694,0.36089,-0.168535;0.334375,0.297329,-0.234972;0.223025,0.418348,-0.227952;0.571294,0.274385,-0.336769;0.788229,0.205173,-0.381955;0.948588,0.156792,-0.400843;0.399729,0.481769,-0.265952;0.776735,0.3346,-0.353604;1.00618,0.252744,-0.384405;1.17804,0.194911,-0.402848;0.544744,0.56539,-0.297499;0.89624,0.426225,-0.370022;1.10846,0.350545,-0.37581;1.26701,0.299694,-0.374375;0.659724,0.6571,-0.327227;0.941882,0.549497,-0.382972;1.11376,0.485436,-0.37132;1.24771,0.43848,-0.352001;
0.510133,0.923878,5.29996;0.236799,0.805098,0.0627271;0.102254,0.662371,0.0936503;0.111451,0.550195,0.121053;0.177296,0.511378,0.141307;0.288497,0.527103,-0.0636278;0.36433,0.325799,-0.112677;0.411257,0.206595,-0.125465;0.446342,0.122188,-0.126477;0.499425,0.529424,-0.116509;0.565858,0.296662,-0.170813;0.594908,0.15479,-0.183488;0.618055,0.0495314,-0.182313;0.693265,0.55415,-0.157982;0.732209,0.336189,-0.211044;0.75346,0.204296,-0.237212;0.769029,0.106965,-0.246375;0.859922,0.600208,-0.188569;0.88479,0.43753,-0.249427;0.885725,0.339338,-0.269024;0.884894,0.260739,-0.270095;
0.468034,0.850943,-3.05344;0.228479,0.763988,-0.0126955;0.129169,0.618494,-0.0391139;0.123187,0.494157,-0.0635873;0.143736,0.42156,-0.0902394;0.326583,0.484515,-0.118327;0.378347,0.276684,-0.190916;0.418366,0.178786,-0.218668;0.458487,0.108898,-0.229229;0.515537,0.491743,-0.151045;0.567806,0.256441,-0.21558;0.603278,0.131769,-0.236434;0.646302,0.0448888,-0.243953;0.692297,0.523769,-0.181507;0.732478,0.294483,-0.243383;0.754615,0.17337,-0.265989;0.781974,0.0884925,-0.271039;0.851057,0.576494,-0.208842;0.880413,0.403514,-0.260584;0.88868,0.301387,-0.26983;0.90077,0.222358,-0.264469;
0.704304,0.972232,6.35067;0.43701,0.867404,0.0001322;0.278803,0.725374,-0.0149748;0.191829,0.591667,-0.0316889;0.0767536,0.513016,-0.0494781;0.460697,0.548577,-0.0372441;0.444301,0.325968,-0.0682217;0.449394,0.208264,-0.0833565;0.461778,0.116954,-0.0890428;0.629049,0.529364,-0.0624979;0.59814,0.276795,-0.088887;0.586072,0.13939,-0.102435;0.588426,0.040038,-0.11116;0.778999,0.542436,-0.0862062;0.742939,0.305404,-0.107999;0.723204,0.174807,-0.116218;0.708623,0.0765213,-0.122084;0.91469,0.575195,-0.108514;0.904867,0.392098,-0.117991;0.892097,0.290846,-0.106597;0.872538,0.204572,-0.0966366;
0.468314,0.913901,1.80529;0.236652,0.803263,-0.0672219;0.13796,0.654808,-0.132032;0.135298,0.516246,-0.186453;0.124222,0.398844,-0.24148;0.30903,0.537314,-0.181442;0.355875,0.313045,-0.284171;0.40064,0.187936,-0.337847;0.443783,0.0931616,-0.363003;0.494436,0.544424,-0.199686;0.537731,0.304879,-0.277081;0.577797,0.161005,-0.316221;0.613494,0.0569851,-0.341062;0.665184,0.573183,-0.219422;0.692319,0.355773,-0.28355;0.733423,0.230186,-0.306676;0.771333,0.137681,-0.319413;0.81873,0.617323,-0.242724;0.835121,0.45083,-0.295951;0.851235,0.350074,-0.304353;0.866972,0.269087,-0.302992;
0.465192,0.911613,1.29074;0.738206,0.806698,0.00900713;0.874716,0.67527,-0.00369509;0.892149,0.547244,-0.0133049;0.797657,0.462673,-0.0287638;0.678773,0.540107,-0.112994;0.632231,0.335508,-0.17583;0.603718,0.224457,-0.206879;0.582842,0.136808,-0.222129;0.500605,0.544957,-0.146699;0.470155,0.313704,-0.222357;0.447919,0.17591,-0.263889;0.436771,0.0749771,-0.287968;0.329124,0.571745,-0.169269;0.308452,0.359156,-0.227193;0.296393,0.226638,-0.258795;0.296601,0.129014,-0.275128;0.168218,0.618795,-0.185431;0.157438,0.446322,-0.22729;0.154596,0.345797,-0.236438;0.156574,0.262114,-0.236003;
0.446074,0.810816,1.63311;0.689126,0.754827,-0.0829907;0.824316,0.640305,-0.130686;0.858553,0.51387,-0.164658;0.840815,0.407408,-0.201659;0.676368,0.532054,-0.164299;0.682321,0.356254,-0.244355;0.671374,0.245168,-0.289266;0.651337,0.15585,-0.315946;0.507877,0.518568,-0.160221;0.516163,0.32542,-0.23752;0.505666,0.193913,-0.282608;0.488358,0.0889568,-0.311263;0.352696,0.524058,-0.157241;0.363108,0.343433,-0.223428;0.365214,0.223907,-0.260951;0.361471,0.130535,-0.282165;0.219705,0.541926,-0.157832;0.226193,0.399772,-0.222555;0.230351,0.304169,-0.253232;0.233971,0.225562,-0.267327;
0.561672,0.897279,5.35181;0.304161,0.794713,-0.00393101;0.185734,0.644014,-0.0220402;0.161168,0.510258,-0.048131;0.100856,0.414152,-0.0737232;0.311637,0.49415,-0.0378366;0.347409,0.294423,-0.107495;0.391485,0.186467,-0.155039;0.430495,0.10533,-0.183637;0.480389,0.484131,-0.0855217;0.513095,0.269833,-0.132285;0.551744,0.149254,-0.163169;0.589065,0.0585577,-0.186522;0.647404,0.499984,-0.137222;0.668942,0.295941,-0.176463;0.68832,0.1841,-0.188207;0.707925,0.0975413,-0.19793;0.812768,0.535308,-0.192153;0.823893,0.378115,-0.221096;0.826647,0.28907,-0.216146;0.834172,0.216365,-0.209469;
0.50952,0.947673,7.93722;0.245306,0.838766,0.0285405;0.120266,0.68671,0.0149505;0.113537,0.542888,-0.00128225;0.136558,0.431935,-0.0220434;0.297092,0.55761,-0.117546;0.314186,0.323128,-0.205216;0.336733,0.193802,-0.237563;0.361072,0.0978617,-0.24869;0.48548,0.557755,-0.169304;0.486615,0.305935,-0.2544;0.502105,0.160953,-0.278434;0.519354,0.0533708,-0.283917;0.672468,0.583868,-0.21312;0.664965,0.340914,-0.285654;0.669055,0.20313,-0.302844;0.668529,0.0993497,-0.303137;0.857802,0.634449,-0.249972;0.85527,0.446053,-0.317636;0.834274,0.335912,-0.33186;0.809507,0.243912,-0.326368;
0.502579,0.996573,-3.7893;0.233281,0.86595,0.0941075;0.155155,0.697677,0.146604;0.155117,0.550807,0.181156;0.115961,0.455508,0.215208;0.273089,0.525289,0.103448;0.282501,0.299268,0.110381;0.302827,0.188218,0.119463;0.326301,0.104847,0.127406;0.459098,0.514292,0.0420182;0.473406,0.270133,0.0531432;0.49345,0.144562,0.0583925;0.517159,0.0496685,0.061314;0.641585,0.540661,-0.0168675;0.650249,0.313557,-0.0220619;0.657649,0.191462,-0.0268238;0.659551,0.101433,-0.0308414;0.82865,0.597644,-0.0672933;0.863558,0.423988,-0.0625979;0.872847,0.326453,-0.0477899;0.867529,0.248632,-0.036728;
0.478625,0.959595,1.58365;0.744106,0.854135,-0.0180544;0.872714,0.70622,-0.032031;0.870381,0.561595,-0.0371021;0.874615,0.451765,-0.0428886;0.656678,0.562277,-0.0943933;0.624428,0.346361,-0.139443;0.605557,0.22764,-0.158345;0.587918,0.136676,-0.165105;0.467714,0.566065,-0.107158;0.470105,0.326329,-0.158421;0.463334,0.185184,-0.18013;0.460218,0.0810948,-0.188451;0.300274,0.588594,-0.114953;0.314783,0.363182,-0.153227;0.330594,0.230119,-0.172348;0.348877,0.132068,-0.180354;0.15225,0.63177,-0.12004;0.159754,0.451061,-0.148325;0.177541,0.346042,-0.151001;0.206637,0.261189,-0.144946;
0.495899,0.978577,1.12074;0.741235,0.859016,0.00622996;0.8191,0.686865,0.0102458;0.841435,0.559231,0.0145529;0.904781,0.486352,0.0130055;0.649282,0.556086,-0.0842759;0.60103,0.350569,-0.137872;0.559988,0.226072,-0.165283;0.519292,0.13019,-0.182197;0.480438,0.565402,-0.11939;0.444079,0.32817,-0.184225;0.406281,0.18325,-0.216135;0.36673,0.0696599,-0.233307;0.315396,0.595308,-0.148042;0.291387,0.370977,-0.2014;0.274688,0.234081,-0.230991;0.257704,0.129208,-0.246967;0.155135,0.647894,-0.172125;0.146044,0.473698,-0.218384;0.147264,0.362477,-0.233399;0.153938,0.271278,-0.238226;
0.435981,0.899529,1.54281;0.731046,0.821925,-0.028427;0.884414,0.692082,-0.0528248;0.896972,0.548932,-0.0680427;0.88429,0.432513,-0.0874556;0.732483,0.52837,-0.127031;0.67542,0.323123,-0.191764;0.628412,0.204783,-0.221354;0.580688,0.115589,-0.234222;0.534281,0.521745,-0.145931;0.495535,0.295636,-0.215833;0.458474,0.15543,-0.248611;0.428725,0.0547254,-0.263152;0.341382,0.538795,-0.159871;0.31716,0.326624,-0.21783;0.302845,0.196894,-0.24583;0.296316,0.102058,-0.25626;0.158117,0.577118,-0.171128;0.152034,0.406205,-0.219009;0.157147,0.307038,-0.230501;0.172742,0.225843,-0.226663;
0.489507,0.940692,1.4496;0.228605,0.833214,-0.00477628;0.11181,0.685336,-0.0430117;0.120926,0.539944,-0.0816363;0.182865,0.42897,-0.122583;0.294399,0.555247,-0.126301;0.357059,0.329262,-0.215685;0.410479,0.200857,-0.257675;0.45648,0.104048,-0.276008;0.466397,0.552417,-0.165969;0.52338,0.311802,-0.238018;0.568698,0.169618,-0.26219;0.605689,0.064898,-0.272606;0.639991,0.573253,-0.201408;0.661665,0.350461,-0.254907;0.684087,0.216398,-0.262057;0.703843,0.114785,-0.262832;0.808623,0.613995,-0.236149;0.818506,0.443523,-0.276254;0.815756,0.339525,-0.273322;0.810698,0.252155,-0.262857;
